S/N,Project ID,Data requested,BI service,Delivery Method,RNA Box No.,Original Sample Position,Sample Accession Number [R8800xxxx],Internal ID,Client's Sample name  ,Sample Origin,RIN,Nanodrop Conc (ng/uL),Nanodrop A260/280,Nanodrop A230/260,DV200,Stranded/ Non-stranded,200ng RNA input Vol[ul],NFW ul (to 8ul),Input plate position,RNA input [ng],Library  Prep Plate,Lib_Conc. (ng/ul),D1000 Tapestation Library peak Size(bp),D1000 Tapestation Library Average Size(bp),Library Prep,Well Position,ng for pooling for 1pmol,volume for circularization (µl),ssCir plate pos,Qubit ssDNA Conc.[ng/µL] (>0.6),"DNB conc
Qubit ssDNA ng/ul",Index(*),Sequencing Mode(*),Required Reads,data output,output_ratio,Flowcell ID,Read1 files path(*),Read2 files path
474,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,A07,R88010143,,R2410MC-S3- C02,Cultured cells,9.3,34.1,2.1,1.7,96.8,Stranded,5.9,2.1,B07,200,LP19,33.63,518,539,LP19,B7,355.74,1.06,B3,3.17,22.5,UDB146,PE150,40,73.2,1.83,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB146_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB146_2.fq.gz
475,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,B07,R88010144,,R2410MC-S4- C02,Cultured cells,9.7,38.3,2.2,1,97.4,Stranded,5.2,2.8,C07,200,LP19,31.79,498,522,LP19,C7,344.52,1.08,B3,3.17,22.5,UDB147,PE150,40,,0,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB147_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB147_2.fq.gz
476,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,C07,R88010145,,R2410MC-StemScale- D02,Cultured cells,8.9,62.6,2.2,2.1,95,Stranded,3.2,4.8,D07,200,LP19,16.81,472,529,LP19,D7,349.14,2.08,B3,3.17,22.5,UDB148,PE150,40,66.4,1.66,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB148_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB148_2.fq.gz
477,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,D07,R88010146,,R2410MC-S1- D02,Cultured cells,9.5,25.6,2.2,2.5,95.4,Stranded,7.8,0.2,E07,200,LP19,13.34,475,518,LP19,E7,341.88,2.56,B3,3.17,22.5,UDB149,PE150,40,73.6,1.84,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB149_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB149_2.fq.gz
478,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,F07,R88010147,,R2410MC-S2- D02,Cultured cells,9.4,58.3,2.1,0.7,92.4,Stranded,3.4,4.6,F07,200,LP19,17.5,523,526,LP19,F7,347.16,1.98,B3,3.17,22.5,UDB150,PE150,40,71,1.78,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB150_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB150_2.fq.gz
479,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,E07,R88010148,,R2410MC-S3- D02,Cultured cells,8.3,16.1,2.3,2,96.7,Stranded,8,0,G07,128.87,LP19,18,503,519,LP19,G7,342.54,1.9,B3,3.17,22.5,UDB151,PE150,40,72.7,1.82,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB151_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB151_2.fq.gz
480,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,G07,R88010149,,R2410MC-S4- D01,Cultured cells,8.4,36.6,2.1,1.5,92.6,Stranded,5.5,2.5,H07,200,LP19,23.4,499,498,LP19,H7,328.68,1.4,B3,3.17,22.5,UDB152,PE150,40,71.3,1.78,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB152_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB152_2.fq.gz
481,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,H07,R88010150,,R2410MC-StemScale- E02,Cultured cells,8.7,25.8,2,2,92.4,Stranded,7.7,0.3,A08,200,LP19,18.12,506,526,LP19,A8,347.16,1.92,B3,3.17,22.5,UDB153,PE150,40,72.9,1.82,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB153_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB153_2.fq.gz
482,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,A08,R88010151,,R2410MC-S1- E01,Cultured cells,9.4,22.5,2.1,2.3,96,Stranded,8,0,B08,179.63,LP19,18.42,538,544,LP19,B8,359.04,1.95,B3,3.17,22.5,UDB154,PE150,40,70.9,1.77,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB154_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB154_2.fq.gz
483,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,B08,R88010152,,R2410MC-S2- E01,Cultured cells,8.9,25.4,2.1,1.9,95.3,Stranded,7.9,0.1,C08,200,LP19,21.24,525,531,LP19,C8,350.46,1.65,B4,4.2,15.5,UDB155,PE150,40,59.9,1.5,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB155_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB155_2.fq.gz
484,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,C08,R88010153,,R2410MC-S3- E01,Cultured cells,8.7,24,2.3,1.7,94.5,Stranded,8,0,D08,192.39,LP19,24.65,500,505,LP19,D8,333.3,1.35,B4,4.2,15.5,UDB156,PE150,40,65.3,1.63,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB156_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB156_2.fq.gz
485,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,D08,R88010154,,R2410MC-S4- E02,Cultured cells,8.6,36.7,2.2,2.5,92.8,Stranded,5.4,2.6,E08,200,LP19,20.45,501,509,LP19,E8,335.94,1.64,B4,4.2,15.5,UDB157,PE150,40,68,1.7,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB157_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB157_2.fq.gz
486,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,E08,R88010155,,R2410MC-S5- E02,Cultured cells,9.2,34.9,2.2,2.6,96.8,Stranded,5.7,2.3,F08,200,LP19,28.81,516,534,LP19,F8,352.44,1.22,B4,4.2,15.5,UDB158,PE150,40,62.2,1.55,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB158_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB158_2.fq.gz
487,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,G08,R88010157,,R2407ML-S2-A01,Cultured cells,8.3,37.4,2.1,2,92.4,Stranded,5.4,2.6,H08,200,LP19,11.72,454,499,LP19,H8,329.34,2.81,B4,4.2,15.5,UDB160,PE150,40,54.9,1.37,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB160_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB160_2.fq.gz
488,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,H08,R88010158,,R2407ML-S4-A01,Cultured cells,8.9,32.6,2.1,2.2,95.1,Stranded,6.1,1.9,A09,200,LP19,23.17,502,514,LP19,A9,339.24,1.46,B4,4.2,15.5,UDB161,PE150,40,71.2,1.78,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB161_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB161_2.fq.gz
489,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,A09,R88010159,,R2407ML-S5-A01,Cultured cells,9.7,13.2,2.1,1.6,96.6,Stranded,8,0,B09,105.22,LP19,11.07,458,545,LP19,B9,359.7,3.25,B4,4.2,15.5,UDB162,PE150,40,64.7,1.62,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB162_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB162_2.fq.gz
490,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,B09,R88010160,,R2407ML-S6-A01,Cultured cells,8.2,69.4,2.1,1.1,92.2,Stranded,2.9,5.1,C09,200,LP19,28.99,495,534,LP19,C9,352.44,1.22,B4,4.2,15.5,UDB163,PE150,40,60.3,1.51,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB163_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB163_2.fq.gz
491,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,C09,R88010161,,R2407ML-S2-B01,Cultured cells,9.4,52.4,2.2,1.5,94.7,Stranded,3.8,4.2,D09,200,LP19,22.17,490,496,LP19,D9,327.36,1.48,B4,4.2,15.5,UDB164,PE150,40,69.1,1.73,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB164_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB164_2.fq.gz
492,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,D09,R88010162,,R2407ML-S4-B02,Cultured cells,8.4,33.7,2.1,1.6,91.2,Stranded,5.9,2.1,E09,200,LP19,28.79,509,519,LP19,E9,342.54,1.19,B4,4.2,15.5,UDB165,PE150,40,69.9,1.75,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB165_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB165_2.fq.gz
493,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,E09,R88010163,,R2407ML-S5-B01,Cultured cells,8.3,35.8,2.1,1.7,92,Stranded,5.6,2.4,F09,200,LP19,23.13,482,524,LP19,F9,345.84,1.5,B5,4.18,16.1,UDB166,PE150,40,62.6,1.56,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB166_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB166_2.fq.gz
494,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,F09,R88010164,,R2407ML-S6-B01,Cultured cells,9.6,23.4,2.1,1.5,97.3,Stranded,8,0,G09,187.33,LP19,18.62,502,506,LP19,G9,333.96,1.79,B5,4.18,16.1,UDB167,PE150,40,65.4,1.63,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB167_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB167_2.fq.gz
495,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,G09,R88010165,,R2407ML-S2-C01,Cultured cells,9.3,59.6,2.1,0.9,94.8,Stranded,3.4,4.6,H09,200,LP19,10.5,455,484,LP19,H9,319.44,3.04,B5,4.18,16.1,UDB168,PE150,40,71.1,1.78,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB168_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB168_2.fq.gz
496,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,H09,R88010166,,R2407ML-S4-C01,Cultured cells,8.4,40.4,2.1,1.2,91.6,Stranded,5,3,A10,200,LP19,18.46,487,507,LP19,A10,334.62,1.81,B5,4.18,16.1,UDB169,PE150,40,75.3,1.88,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB169_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB169_2.fq.gz
497,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,A10,R88010167,,R2407ML-S5-C02,Cultured cells,9.6,23.9,2.1,1.4,96.2,Stranded,8,0,B10,191.46,LP19,27.4,535,542,LP19,B10,357.72,1.31,B5,4.18,16.1,UDB170,PE150,40,60.8,1.52,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB170_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB170_2.fq.gz
498,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,B10,R88010168,,R2407ML-S6-C01,Cultured cells,9.2,60.1,2.1,1.1,97.1,Stranded,3.3,4.7,C10,200,LP19,24.68,499,518,LP19,C10,341.88,1.39,B5,4.18,16.1,UDB171,PE150,40,68.2,1.71,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB171_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB171_2.fq.gz
499,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,C10,R88010169,,R2407ML-S2-D02,Cultured cells,8.6,31.3,2.2,1.5,94.7,Stranded,6.4,1.6,D10,200,LP19,24.77,509,511,LP19,D10,337.26,1.36,B5,4.18,16.1,UDB172,PE150,40,75,1.87,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB172_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB172_2.fq.gz
500,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,D10,R88010170,,R2407ML-S3-D01,Cultured cells,5.6,32.8,2,1.4,96.5,Stranded,6.1,1.9,E10,200,LP19,22.25,518,523,LP19,E10,345.18,1.55,B5,4.18,16.1,UDB173,PE150,40,48.2,1.2,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB173_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB173_2.fq.gz
501,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,E10,R88010171,,R2407ML-S4-D01,Cultured cells,9.1,55.3,2.1,1.6,96.2,Stranded,3.6,4.4,F10,200,LP19,23.61,514,521,LP19,F10,343.86,1.46,B5,4.18,16.1,UDB174,PE150,40,73.5,1.84,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB174_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB174_2.fq.gz
502,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,F10,R88010172,,R2407ML-S4-D02,Cultured cells,8.6,76.8,2.1,1,95.3,Stranded,2.6,5.4,G10,200,LP19,34.55,499,507,LP19,G10,334.62,0.97,B5,4.18,16.1,UDB175,PE150,40,72.4,1.81,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB175_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB175_2.fq.gz
503,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,G10,R88010173,,R2407ML-S5-D02,Cultured cells,9.3,45.1,2.1,1.2,96.9,Stranded,4.4,3.6,H10,200,LP19,20.75,508,513,LP19,H10,338.58,1.63,B6,4.22,16.2,UDB176,PE150,40,55.9,1.4,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB176_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB176_2.fq.gz
504,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,H10,R88010174,,R2407ML-S6-D01,Cultured cells,9.6,22.4,2.1,1.4,97.4,Stranded,8,0,A11,179.53,LP19,20.52,512,530,LP19,A11,349.8,1.7,B6,4.22,16.2,UDB177,PE150,40,62.7,1.57,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB177_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB177_2.fq.gz
505,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,A11,R88010175,,R2407ML-S2-E02,Cultured cells,9.7,24.9,2.1,1.5,96.2,Stranded,8,0,B11,200,LP19,18.19,520,536,LP19,B11,353.76,1.94,B6,4.22,16.2,UDB178,PE150,40,59.1,1.48,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB178_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB178_2.fq.gz
506,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,B11,R88010176,,R2407ML-S3-E01,Cultured cells,5,41.4,2.2,0.8,96.2,Stranded,4.8,3.2,C11,200,LP19,14.92,489,509,LP19,C11,335.94,2.25,B6,4.22,16.2,UDB179,PE150,40,61.3,1.53,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB179_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB179_2.fq.gz
507,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,C11,R88010177,,R2407ML-S4-E02,Cultured cells,8.3,19.1,2.3,1.3,92.1,Stranded,8,0,D11,152.86,LP19,26.99,521,534,LP19,D11,352.44,1.31,B6,4.22,16.2,UDB180,PE150,40,59.4,1.48,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB180_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB180_2.fq.gz
508,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,D11,R88010178,,R2407ML-S5-E01,Cultured cells,8.5,23.2,2.1,1.1,92.6,Stranded,8,0,E11,185.37,LP19,24.51,455,532,LP19,E11,351.12,1.43,B6,4.22,16.2,UDB181,PE150,40,65,1.62,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB181_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB181_2.fq.gz
509,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,E11,R88010179,,R2407ML-S6-E01,Cultured cells,9.5,95.9,2.2,1,96.7,Stranded,2.1,5.9,F11,200,LP19,15.06,454,505,LP19,F11,333.3,2.21,B6,4.22,16.2,UDB182,PE150,40,63.7,1.59,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB182_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB182_2.fq.gz
510,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,F11,R88010180,,R2405PP-S1-A01,Cultured cells,8.3,64.5,2.1,1.4,95.3,Stranded,3.1,4.9,G11,200,LP19,21.54,427,491,LP19,G11,324.06,1.5,B6,4.22,16.2,UDB183,PE150,40,64.3,1.61,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB183_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB183_2.fq.gz
511,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,G11,R88010181,,R2405PP-S2-A01,Cultured cells,8.7,189.1,2.1,1.5,95.4,Stranded,1.1,6.9,H11,200,LP19,36.92,470,472,LP19,H11,311.52,0.84,B6,4.22,16.2,UDB184,PE150,40,73.6,1.84,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB184_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB184_2.fq.gz
512,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,H11,R88010182,,R2405PP-S2-A02,Cultured cells,8.6,169.8,2.1,1.4,95,Stranded,1.2,6.8,A12,200,LP19,27.87,497,514,LP19,A12,339.24,1.22,B6,4.22,16.2,UDB185,PE150,40,73.2,1.83,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB185_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB185_2.fq.gz
513,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 23,A12,R88010183,,R2405PP-S3-A02,Cultured cells,8.4,88.8,2,1.9,95.9,Stranded,2.3,5.7,B12,200,LP19,26.19,494,505,LP19,B12,333.3,1.27,B7,4.04,18.3,UDB186,PE150,40,64,1.6,E200021574,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB186_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021574_L01_20884/E200021574_L01/E200021574_L01_UDB186_2.fq.gz
